Date,Product,Category,Quantity Sold,Unit Price,Revenue,Prescription Required
2023-03-25,Salbutamol Inhaler,Respiratory,26,3.81,99.06,Yes
2023-03-25,Vitamin C 1000mg,Supplement,30,0.38,11.4,No
2023-03-26,Paracetamol 500mg,Analgesic,33,0.25,8.25,No
2023-03-26,Ibuprofen 200mg,Analgesic,17,0.34,5.78,No
2023-03-26,Cetirizine 10mg,Antihistamine,38,0.3,11.4,No
2023-03-26,Amoxicillin 500mg,Antibiotic,22,0.77,16.94,Yes
2023-03-26,Azithromycin 250mg,Antibiotic,27,1.17,31.59,Yes
2023-03-26,Metformin 500mg,Antidiabetic,18,0.65,11.7,Yes
2023-03-26,Amlodipine 5mg,Cardiac,15,0.7,10.5,Yes
2023-03-26,Omeprazole 20mg,Gastro,29,0.59,17.11,No
2023-03-26,Salbutamol Inhaler,Respiratory,34,3.55,120.7,Yes
2023-03-26,Vitamin C 1000mg,Supplement,37,0.43,15.91,No
2023-03-27,Paracetamol 500mg,Analgesic,40,0.24,9.6,No
2023-03-27,Ibuprofen 200mg,Analgesic,32,0.37,11.84,No
2023-03-27,Cetirizine 10mg,Antihistamine,16,0.29,4.64,No
2023-03-27,Amoxicillin 500mg,Antibiotic,20,0.86,17.2,Yes
2023-03-27,Azithromycin 250mg,Antibiotic,41,1.06,43.46,Yes
2023-03-27,Metformin 500mg,Antidiabetic,38,0.61,23.18,Yes
2023-03-27,Amlodipine 5mg,Cardiac,48,0.69,33.12,Yes
2023-03-27,Omeprazole 20mg,Gastro,21,0.56,11.76,No
2023-03-27,Salbutamol Inhaler,Respiratory,20,3.79,75.8,Yes
2023-03-27,Vitamin C 1000mg,Supplement,47,0.4,18.8,No
2023-03-28,Paracetamol 500mg,Analgesic,39,0.25,9.75,No
2023-03-28,Ibuprofen 200mg,Analgesic,34,0.34,11.56,No
2023-03-28,Cetirizine 10mg,Antihistamine,41,0.3,12.3,No
2023-03-28,Amoxicillin 500mg,Antibiotic,32,0.79,25.28,Yes
2023-03-28,Azithromycin 250mg,Antibiotic,38,1.2,45.6,Yes
2023-03-28,Metformin 500mg,Antidiabetic,46,0.58,26.68,Yes
2023-03-28,Amlodipine 5mg,Cardiac,50,0.75,37.5,Yes
2023-03-28,Omeprazole 20mg,Gastro,39,0.54,21.06,No
2023-03-28,Salbutamol Inhaler,Respiratory,32,3.62,115.84,Yes
2023-03-28,Vitamin C 1000mg,Supplement,45,0.38,17.1,No
2023-03-29,Paracetamol 500mg,Analgesic,31,0.24,7.44,No
2023-03-29,Ibuprofen 200mg,Analgesic,37,0.35,12.95,No
2023-03-29,Cetirizine 10mg,Antihistamine,17,0.33,5.61,No
2023-03-29,Amoxicillin 500mg,Antibiotic,39,0.78,30.42,Yes
2023-03-29,Azithromycin 250mg,Antibiotic,24,1.16,27.84,Yes
2023-03-29,Metformin 500mg,Antidiabetic,26,0.58,15.08,Yes
2023-03-29,Amlodipine 5mg,Cardiac,44,0.72,31.68,Yes
2023-03-29,Omeprazole 20mg,Gastro,23,0.53,12.19,No
2023-03-29,Salbutamol Inhaler,Respiratory,41,3.82,156.62,Yes
2023-03-29,Vitamin C 1000mg,Supplement,19,0.4,7.6,No
2023-03-30,Paracetamol 500mg,Analgesic,39,0.24,9.36,No
2023-03-30,Ibuprofen 200mg,Analgesic,33,0.35,11.55,No
2023-03-30,Cetirizine 10mg,Antihistamine,34,0.29,9.86,No
2023-03-30,Amoxicillin 500mg,Antibiotic,39,0.8,31.2,Yes
2023-03-30,Azithromycin 250mg,Antibiotic,31,1.2,37.2,Yes
2023-03-30,Metformin 500mg,Antidiabetic,33,0.65,21.45,Yes
2023-03-30,Amlodipine 5mg,Cardiac,32,0.7,22.4,Yes
2023-03-30,Omeprazole 20mg,Gastro,24,0.55,13.2,No
2023-03-30,Salbutamol Inhaler,Respiratory,41,3.46,141.86,Yes
2023-03-30,Vitamin C 1000mg,Supplement,20,0.39,7.8,No
2023-03-31,Paracetamol 500mg,Analgesic,40,0.25,10.0,No
2023-03-31,Ibuprofen 200mg,Analgesic,24,0.36,8.64,No
2023-03-31,Cetirizine 10mg,Antihistamine,49,0.31,15.19,No
2023-03-31,Amoxicillin 500mg,Antibiotic,46,0.82,37.72,Yes
2023-03-31,Azithromycin 250mg,Antibiotic,24,1.05,25.2,Yes
2023-03-31,Metformin 500mg,Antidiabetic,45,0.63,28.35,Yes
2023-03-31,Amlodipine 5mg,Cardiac,39,0.67,26.13,Yes
2023-03-31,Omeprazole 20mg,Gastro,46,0.53,24.38,No
2023-03-31,Salbutamol Inhaler,Respiratory,40,3.7,148.0,Yes
2023-03-31,Vitamin C 1000mg,Supplement,37,0.42,15.54,No
2023-04-01,Paracetamol 500mg,Analgesic,39,0.27,10.53,No
2023-04-01,Ibuprofen 200mg,Analgesic,27,0.33,8.91,No
2023-04-01,Cetirizine 10mg,Antihistamine,19,0.32,6.08,No
2023-04-01,Amoxicillin 500mg,Antibiotic,29,0.81,23.49,Yes
2023-04-01,Azithromycin 250mg,Antibiotic,11,1.16,12.76,Yes
2023-04-01,Metformin 500mg,Antidiabetic,16,0.58,9.28,Yes
2023-04-01,Amlodipine 5mg,Cardiac,27,0.69,18.63,Yes
2023-04-01,Omeprazole 20mg,Gastro,37,0.6,22.2,No
2023-04-01,Salbutamol Inhaler,Respiratory,15,3.49,52.35,Yes
2023-04-01,Vitamin C 1000mg,Supplement,34,0.38,12.92,No
2023-04-02,Paracetamol 500mg,Analgesic,14,0.24,3.36,No
2023-04-02,Ibuprofen 200mg,Analgesic,37,0.38,14.06,No
2023-04-02,Cetirizine 10mg,Antihistamine,24,0.31,7.44,No
2023-04-02,Amoxicillin 500mg,Antibiotic,37,0.8,29.6,Yes
2023-04-02,Azithromycin 250mg,Antibiotic,35,1.14,39.9,Yes
2023-04-02,Metformin 500mg,Antidiabetic,30,0.66,19.8,Yes
2023-04-02,Amlodipine 5mg,Cardiac,36,0.68,24.48,Yes
2023-04-02,Omeprazole 20mg,Gastro,17,0.55,9.35,No
2023-04-02,Salbutamol Inhaler,Respiratory,21,3.59,75.39,Yes
2023-04-02,Vitamin C 1000mg,Supplement,18,0.38,6.84,No
2023-04-03,Paracetamol 500mg,Analgesic,49,0.24,11.76,No
2023-04-03,Ibuprofen 200mg,Analgesic,20,0.38,7.6,No
2023-04-03,Cetirizine 10mg,Antihistamine,34,0.31,10.54,No
2023-04-03,Amoxicillin 500mg,Antibiotic,19,0.83,15.77,Yes
2023-04-03,Azithromycin 250mg,Antibiotic,26,1.07,27.82,Yes
2023-04-03,Metformin 500mg,Antidiabetic,31,0.63,19.53,Yes
2023-04-03,Amlodipine 5mg,Cardiac,32,0.72,23.04,Yes
2023-04-03,Omeprazole 20mg,Gastro,40,0.54,21.6,No
2023-04-03,Salbutamol Inhaler,Respiratory,44,3.48,153.12,Yes
2023-04-03,Vitamin C 1000mg,Supplement,23,0.38,8.74,No
2023-04-04,Paracetamol 500mg,Analgesic,47,0.24,11.28,No
2023-04-04,Ibuprofen 200mg,Analgesic,44,0.34,14.96,No
2023-04-04,Cetirizine 10mg,Antihistamine,27,0.31,8.37,No
2023-04-04,Amoxicillin 500mg,Antibiotic,46,0.86,39.56,Yes
2023-04-04,Azithromycin 250mg,Antibiotic,46,1.21,55.66,Yes
2023-04-04,Metformin 500mg,Antidiabetic,34,0.64,21.76,Yes
2023-04-04,Amlodipine 5mg,Cardiac,52,0.76,39.52,Yes
2023-04-04,Omeprazole 20mg,Gastro,21,0.58,12.18,No
2023-04-04,Salbutamol Inhaler,Respiratory,44,3.52,154.88,Yes
2023-04-04,Vitamin C 1000mg,Supplement,25,0.41,10.25,No
2023-04-05,Paracetamol 500mg,Analgesic,35,0.25,8.75,No
2023-04-05,Ibuprofen 200mg,Analgesic,21,0.34,7.14,No
2023-04-05,Cetirizine 10mg,Antihistamine,48,0.29,13.92,No
2023-04-05,Amoxicillin 500mg,Antibiotic,48,0.86,41.28,Yes
2023-04-05,Azithromycin 250mg,Antibiotic,22,1.05,23.1,Yes
2023-04-05,Metformin 500mg,Antidiabetic,23,0.64,14.72,Yes
2023-04-05,Amlodipine 5mg,Cardiac,26,0.74,19.24,Yes
2023-04-05,Omeprazole 20mg,Gastro,51,0.57,29.07,No
2023-04-05,Salbutamol Inhaler,Respiratory,22,3.33,73.26,Yes
2023-04-05,Vitamin C 1000mg,Supplement,44,0.44,19.36,No
2023-04-06,Paracetamol 500mg,Analgesic,47,0.24,11.28,No
2023-04-06,Ibuprofen 200mg,Analgesic,28,0.36,10.08,No
2023-04-06,Cetirizine 10mg,Antihistamine,25,0.33,8.25,No
2023-04-06,Amoxicillin 500mg,Antibiotic,39,0.79,30.81,Yes
2023-04-06,Azithromycin 250mg,Antibiotic,36,1.1,39.6,Yes
2023-04-06,Metformin 500mg,Antidiabetic,40,0.63,25.2,Yes
2023-04-06,Amlodipine 5mg,Cardiac,45,0.72,32.4,Yes
2023-04-06,Omeprazole 20mg,Gastro,56,0.53,29.68,No
2023-04-06,Salbutamol Inhaler,Respiratory,29,3.36,97.44,Yes
2023-04-06,Vitamin C 1000mg,Supplement,27,0.39,10.53,No
2023-04-07,Paracetamol 500mg,Analgesic,21,0.24,5.04,No
2023-04-07,Ibuprofen 200mg,Analgesic,22,0.37,8.14,No
2023-04-07,Cetirizine 10mg,Antihistamine,19,0.31,5.89,No
2023-04-07,Amoxicillin 500mg,Antibiotic,19,0.86,16.34,Yes
2023-04-07,Azithromycin 250mg,Antibiotic,42,1.1,46.2,Yes
2023-04-07,Metformin 500mg,Antidiabetic,42,0.66,27.72,Yes
2023-04-07,Amlodipine 5mg,Cardiac,22,0.71,15.62,Yes
2023-04-07,Omeprazole 20mg,Gastro,36,0.6,21.6,No
2023-04-07,Salbutamol Inhaler,Respiratory,29,3.61,104.69,Yes
2023-04-07,Vitamin C 1000mg,Supplement,21,0.41,8.61,No
2023-04-08,Paracetamol 500mg,Analgesic,15,0.26,3.9,No
2023-04-08,Ibuprofen 200mg,Analgesic,18,0.37,6.66,No
2023-04-08,Cetirizine 10mg,Antihistamine,31,0.32,9.92,No
2023-04-08,Amoxicillin 500mg,Antibiotic,31,0.77,23.87,Yes
2023-04-08,Azithromycin 250mg,Antibiotic,16,1.19,19.04,Yes
2023-04-08,Metformin 500mg,Antidiabetic,20,0.58,11.6,Yes
2023-04-08,Amlodipine 5mg,Cardiac,19,0.74,14.06,Yes
2023-04-08,Omeprazole 20mg,Gastro,33,0.57,18.81,No
2023-04-08,Salbutamol Inhaler,Respiratory,38,3.56,135.28,Yes
2023-04-08,Vitamin C 1000mg,Supplement,23,0.42,9.66,No
2023-04-09,Paracetamol 500mg,Analgesic,29,0.24,6.96,No
2023-04-09,Ibuprofen 200mg,Analgesic,28,0.34,9.52,No
2023-04-09,Cetirizine 10mg,Antihistamine,17,0.31,5.27,No
2023-04-09,Amoxicillin 500mg,Antibiotic,30,0.77,23.1,Yes
2023-04-09,Azithromycin 250mg,Antibiotic,17,1.11,18.87,Yes
2023-04-09,Metformin 500mg,Antidiabetic,23,0.64,14.72,Yes
2023-04-09,Amlodipine 5mg,Cardiac,24,0.77,18.48,Yes
2023-04-09,Omeprazole 20mg,Gastro,18,0.53,9.54,No
2023-04-09,Salbutamol Inhaler,Respiratory,40,3.6,144.0,Yes
2023-04-09,Vitamin C 1000mg,Supplement,36,0.39,14.04,No
2023-04-10,Paracetamol 500mg,Analgesic,49,0.24,11.76,No
2023-04-10,Ibuprofen 200mg,Analgesic,42,0.38,15.96,No
2023-04-10,Cetirizine 10mg,Antihistamine,32,0.29,9.28,No
2023-04-10,Amoxicillin 500mg,Antibiotic,45,0.87,39.15,Yes
2023-04-10,Azithromycin 250mg,Antibiotic,20,1.12,22.4,Yes
2023-04-10,Metformin 500mg,Antidiabetic,33,0.58,19.14,Yes
2023-04-10,Amlodipine 5mg,Cardiac,22,0.75,16.5,Yes
2023-04-10,Omeprazole 20mg,Gastro,21,0.54,11.34,No
2023-04-10,Salbutamol Inhaler,Respiratory,44,3.41,150.04,Yes
2023-04-10,Vitamin C 1000mg,Supplement,39,0.4,15.6,No
2023-04-11,Paracetamol 500mg,Analgesic,41,0.24,9.84,No
2023-04-11,Ibuprofen 200mg,Analgesic,38,0.38,14.44,No
2023-04-11,Cetirizine 10mg,Antihistamine,48,0.31,14.88,No
2023-04-11,Amoxicillin 500mg,Antibiotic,44,0.84,36.96,Yes
2023-04-11,Azithromycin 250mg,Antibiotic,40,1.14,45.6,Yes
2023-04-11,Metformin 500mg,Antidiabetic,19,0.6,11.4,Yes
2023-04-11,Amlodipine 5mg,Cardiac,28,0.72,20.16,Yes
2023-04-11,Omeprazole 20mg,Gastro,21,0.55,11.55,No
2023-04-11,Salbutamol Inhaler,Respiratory,44,3.52,154.88,Yes
2023-04-11,Vitamin C 1000mg,Supplement,28,0.39,10.92,No
2023-04-12,Paracetamol 500mg,Analgesic,35,0.26,9.1,No
2023-04-12,Ibuprofen 200mg,Analgesic,34,0.37,12.58,No
2023-04-12,Cetirizine 10mg,Antihistamine,40,0.32,12.8,No
2023-04-12,Amoxicillin 500mg,Antibiotic,49,0.79,38.71,Yes
2023-04-12,Azithromycin 250mg,Antibiotic,27,1.15,31.05,Yes
2023-04-12,Metformin 500mg,Antidiabetic,35,0.64,22.4,Yes
2023-04-12,Amlodipine 5mg,Cardiac,29,0.71,20.59,Yes
2023-04-12,Omeprazole 20mg,Gastro,32,0.53,16.96,No
2023-04-12,Salbutamol Inhaler,Respiratory,35,3.33,116.55,Yes
2023-04-12,Vitamin C 1000mg,Supplement,37,0.43,15.91,No
2023-04-13,Paracetamol 500mg,Analgesic,34,0.26,8.84,No
2023-04-13,Ibuprofen 200mg,Analgesic,43,0.38,16.34,No
2023-04-13,Cetirizine 10mg,Antihistamine,49,0.29,14.21,No
2023-04-13,Amoxicillin 500mg,Antibiotic,17,0.77,13.09,Yes
2023-04-13,Azithromycin 250mg,Antibiotic,41,1.12,45.92,Yes
2023-04-13,Metformin 500mg,Antidiabetic,27,0.58,15.66,Yes
2023-04-13,Amlodipine 5mg,Cardiac,26,0.75,19.5,Yes
2023-04-13,Omeprazole 20mg,Gastro,33,0.58,19.14,No
2023-04-13,Salbutamol Inhaler,Respiratory,42,3.8,159.6,Yes
2023-04-13,Vitamin C 1000mg,Supplement,17,0.4,6.8,No
2023-04-14,Paracetamol 500mg,Analgesic,49,0.25,12.25,No
2023-04-14,Ibuprofen 200mg,Analgesic,46,0.36,16.56,No
2023-04-14,Cetirizine 10mg,Antihistamine,38,0.29,11.02,No
2023-04-14,Amoxicillin 500mg,Antibiotic,47,0.79,37.13,Yes
2023-04-14,Azithromycin 250mg,Antibiotic,37,1.19,44.03,Yes
2023-04-14,Metformin 500mg,Antidiabetic,37,0.61,22.57,Yes
2023-04-14,Amlodipine 5mg,Cardiac,26,0.72,18.72,Yes
2023-04-14,Omeprazole 20mg,Gastro,45,0.59,26.55,No
2023-04-14,Salbutamol Inhaler,Respiratory,36,3.79,136.44,Yes
2023-04-14,Vitamin C 1000mg,Supplement,48,0.39,18.72,No
2023-04-15,Paracetamol 500mg,Analgesic,27,0.25,6.75,No
2023-04-15,Ibuprofen 200mg,Analgesic,40,0.35,14.0,No
2023-04-15,Cetirizine 10mg,Antihistamine,23,0.29,6.67,No
2023-04-15,Amoxicillin 500mg,Antibiotic,27,0.87,23.49,Yes
2023-04-15,Azithromycin 250mg,Antibiotic,30,1.12,33.6,Yes
2023-04-15,Metformin 500mg,Antidiabetic,28,0.59,16.52,Yes
2023-04-15,Amlodipine 5mg,Cardiac,18,0.74,13.32,Yes
2023-04-15,Omeprazole 20mg,Gastro,35,0.57,19.95,No
2023-04-15,Salbutamol Inhaler,Respiratory,25,3.79,94.75,Yes
2023-04-15,Vitamin C 1000mg,Supplement,41,0.43,17.63,No
2023-04-16,Paracetamol 500mg,Analgesic,12,0.27,3.24,No
2023-04-16,Ibuprofen 200mg,Analgesic,33,0.38,12.54,No
2023-04-16,Cetirizine 10mg,Antihistamine,22,0.33,7.26,No
2023-04-16,Amoxicillin 500mg,Antibiotic,34,0.83,28.22,Yes
2023-04-16,Azithromycin 250mg,Antibiotic,27,1.18,31.86,Yes
2023-04-16,Metformin 500mg,Antidiabetic,17,0.61,10.37,Yes
2023-04-16,Amlodipine 5mg,Cardiac,27,0.75,20.25,Yes
2023-04-16,Omeprazole 20mg,Gastro,21,0.53,11.13,No
2023-04-16,Salbutamol Inhaler,Respiratory,29,3.65,105.85,Yes
2023-04-16,Vitamin C 1000mg,Supplement,28,0.4,11.2,No
2023-04-17,Paracetamol 500mg,Analgesic,31,0.26,8.06,No
2023-04-17,Ibuprofen 200mg,Analgesic,35,0.38,13.3,No
2023-04-17,Cetirizine 10mg,Antihistamine,38,0.32,12.16,No
2023-04-17,Amoxicillin 500mg,Antibiotic,46,0.78,35.88,Yes
2023-04-17,Azithromycin 250mg,Antibiotic,20,1.17,23.4,Yes
2023-04-17,Metformin 500mg,Antidiabetic,40,0.63,25.2,Yes
2023-04-17,Amlodipine 5mg,Cardiac,24,0.76,18.24,Yes
2023-04-17,Omeprazole 20mg,Gastro,26,0.59,15.34,No
2023-04-17,Salbutamol Inhaler,Respiratory,28,3.34,93.52,Yes
2023-04-17,Vitamin C 1000mg,Supplement,48,0.43,20.64,No
2023-04-18,Paracetamol 500mg,Analgesic,47,0.25,11.75,No
2023-04-18,Ibuprofen 200mg,Analgesic,37,0.37,13.69,No
2023-04-18,Cetirizine 10mg,Antihistamine,18,0.3,5.4,No
2023-04-18,Amoxicillin 500mg,Antibiotic,31,0.84,26.04,Yes
2023-04-18,Azithromycin 250mg,Antibiotic,40,1.09,43.6,Yes
2023-04-18,Metformin 500mg,Antidiabetic,49,0.65,31.85,Yes
2023-04-18,Amlodipine 5mg,Cardiac,49,0.77,37.73,Yes
2023-04-18,Omeprazole 20mg,Gastro,25,0.57,14.25,No
2023-04-18,Salbutamol Inhaler,Respiratory,35,3.51,122.85,Yes
2023-04-18,Vitamin C 1000mg,Supplement,31,0.39,12.09,No
2023-04-19,Paracetamol 500mg,Analgesic,25,0.24,6.0,No
2023-04-19,Ibuprofen 200mg,Analgesic,40,0.38,15.2,No
2023-04-19,Cetirizine 10mg,Antihistamine,44,0.31,13.64,No
2023-04-19,Amoxicillin 500mg,Antibiotic,23,0.79,18.17,Yes
2023-04-19,Azithromycin 250mg,Antibiotic,35,1.13,39.55,Yes
2023-04-19,Metformin 500mg,Antidiabetic,37,0.62,22.94,Yes
2023-04-19,Amlodipine 5mg,Cardiac,50,0.68,34.0,Yes
2023-04-19,Omeprazole 20mg,Gastro,20,0.55,11.0,No
2023-04-19,Salbutamol Inhaler,Respiratory,28,3.42,95.76,Yes
2023-04-19,Vitamin C 1000mg,Supplement,37,0.38,14.06,No
2023-04-20,Paracetamol 500mg,Analgesic,42,0.27,11.34,No
2023-04-20,Ibuprofen 200mg,Analgesic,22,0.38,8.36,No
2023-04-20,Cetirizine 10mg,Antihistamine,35,0.32,11.2,No
2023-04-20,Amoxicillin 500mg,Antibiotic,44,0.82,36.08,Yes
2023-04-20,Azithromycin 250mg,Antibiotic,28,1.06,29.68,Yes
2023-04-20,Metformin 500mg,Antidiabetic,35,0.58,20.3,Yes
2023-04-20,Amlodipine 5mg,Cardiac,37,0.74,27.38,Yes
2023-04-20,Omeprazole 20mg,Gastro,48,0.6,28.8,No
2023-04-20,Salbutamol Inhaler,Respiratory,27,3.79,102.33,Yes
2023-04-20,Vitamin C 1000mg,Supplement,26,0.43,11.18,No
2023-04-21,Paracetamol 500mg,Analgesic,37,0.26,9.62,No
2023-04-21,Ibuprofen 200mg,Analgesic,29,0.34,9.86,No
2023-04-21,Cetirizine 10mg,Antihistamine,29,0.31,8.99,No
2023-04-21,Amoxicillin 500mg,Antibiotic,25,0.79,19.75,Yes
2023-04-21,Azithromycin 250mg,Antibiotic,40,1.13,45.2,Yes
2023-04-21,Metformin 500mg,Antidiabetic,37,0.6,22.2,Yes
2023-04-21,Amlodipine 5mg,Cardiac,31,0.74,22.94,Yes
2023-04-21,Omeprazole 20mg,Gastro,40,0.59,23.6,No
2023-04-21,Salbutamol Inhaler,Respiratory,21,3.51,73.71,Yes
2023-04-21,Vitamin C 1000mg,Supplement,33,0.43,14.19,No
2023-04-22,Paracetamol 500mg,Analgesic,27,0.24,6.48,No
2023-04-22,Ibuprofen 200mg,Analgesic,42,0.34,14.28,No
2023-04-22,Cetirizine 10mg,Antihistamine,24,0.32,7.68,No
2023-04-22,Amoxicillin 500mg,Antibiotic,24,0.78,18.72,Yes
2023-04-22,Azithromycin 250mg,Antibiotic,17,1.05,17.85,Yes
2023-04-22,Metformin 500mg,Antidiabetic,15,0.62,9.3,Yes
2023-04-22,Amlodipine 5mg,Cardiac,32,0.71,22.72,Yes
2023-04-22,Omeprazole 20mg,Gastro,24,0.55,13.2,No
2023-04-22,Salbutamol Inhaler,Respiratory,34,3.83,130.22,Yes
2023-04-22,Vitamin C 1000mg,Supplement,26,0.42,10.92,No
2023-04-23,Paracetamol 500mg,Analgesic,14,0.27,3.78,No
2023-04-23,Ibuprofen 200mg,Analgesic,21,0.34,7.14,No
2023-04-23,Cetirizine 10mg,Antihistamine,39,0.32,12.48,No
2023-04-23,Amoxicillin 500mg,Antibiotic,28,0.84,23.52,Yes
2023-04-23,Azithromycin 250mg,Antibiotic,37,1.11,41.07,Yes
2023-04-23,Metformin 500mg,Antidiabetic,33,0.64,21.12,Yes
2023-04-23,Amlodipine 5mg,Cardiac,21,0.69,14.49,Yes
2023-04-23,Omeprazole 20mg,Gastro,23,0.57,13.11,No
2023-04-23,Salbutamol Inhaler,Respiratory,39,3.73,145.47,Yes
2023-04-23,Vitamin C 1000mg,Supplement,20,0.4,8.0,No
2023-04-24,Paracetamol 500mg,Analgesic,24,0.25,6.0,No
2023-04-24,Ibuprofen 200mg,Analgesic,31,0.38,11.78,No
2023-04-24,Cetirizine 10mg,Antihistamine,35,0.32,11.2,No
2023-04-24,Amoxicillin 500mg,Antibiotic,37,0.81,29.97,Yes
2023-04-24,Azithromycin 250mg,Antibiotic,41,1.06,43.46,Yes
2023-04-24,Metformin 500mg,Antidiabetic,34,0.58,19.72,Yes
2023-04-24,Amlodipine 5mg,Cardiac,42,0.76,31.92,Yes
2023-04-24,Omeprazole 20mg,Gastro,31,0.57,17.67,No
2023-04-24,Salbutamol Inhaler,Respiratory,47,3.46,162.62,Yes
2023-04-24,Vitamin C 1000mg,Supplement,30,0.39,11.7,No
2023-04-25,Paracetamol 500mg,Analgesic,20,0.26,5.2,No
2023-04-25,Ibuprofen 200mg,Analgesic,26,0.34,8.84,No
2023-04-25,Cetirizine 10mg,Antihistamine,26,0.3,7.8,No
2023-04-25,Amoxicillin 500mg,Antibiotic,23,0.79,18.17,Yes
2023-04-25,Azithromycin 250mg,Antibiotic,33,1.06,34.98,Yes
2023-04-25,Metformin 500mg,Antidiabetic,18,0.58,10.44,Yes
2023-04-25,Amlodipine 5mg,Cardiac,52,0.73,37.96,Yes
2023-04-25,Omeprazole 20mg,Gastro,56,0.53,29.68,No
2023-04-25,Salbutamol Inhaler,Respiratory,32,3.65,116.8,Yes
2023-04-25,Vitamin C 1000mg,Supplement,50,0.4,20.0,No
2023-04-26,Paracetamol 500mg,Analgesic,31,0.27,8.37,No
2023-04-26,Ibuprofen 200mg,Analgesic,47,0.37,17.39,No
2023-04-26,Cetirizine 10mg,Antihistamine,29,0.33,9.57,No
2023-04-26,Amoxicillin 500mg,Antibiotic,46,0.84,38.64,Yes
2023-04-26,Azithromycin 250mg,Antibiotic,43,1.16,49.88,Yes
2023-04-26,Metformin 500mg,Antidiabetic,25,0.58,14.5,Yes
2023-04-26,Amlodipine 5mg,Cardiac,47,0.67,31.49,Yes
2023-04-26,Omeprazole 20mg,Gastro,23,0.6,13.8,No
2023-04-26,Salbutamol Inhaler,Respiratory,35,3.68,128.8,Yes
2023-04-26,Vitamin C 1000mg,Supplement,16,0.42,6.72,No
2023-04-27,Paracetamol 500mg,Analgesic,23,0.25,5.75,No
2023-04-27,Ibuprofen 200mg,Analgesic,36,0.36,12.96,No
2023-04-27,Cetirizine 10mg,Antihistamine,40,0.32,12.8,No
2023-04-27,Amoxicillin 500mg,Antibiotic,26,0.82,21.32,Yes
2023-04-27,Azithromycin 250mg,Antibiotic,38,1.09,41.42,Yes
2023-04-27,Metformin 500mg,Antidiabetic,29,0.66,19.14,Yes
2023-04-27,Amlodipine 5mg,Cardiac,42,0.68,28.56,Yes
2023-04-27,Omeprazole 20mg,Gastro,26,0.56,14.56,No
2023-04-27,Salbutamol Inhaler,Respiratory,24,3.83,91.92,Yes
2023-04-27,Vitamin C 1000mg,Supplement,28,0.39,10.92,No
2023-04-28,Paracetamol 500mg,Analgesic,21,0.27,5.67,No
2023-04-28,Ibuprofen 200mg,Analgesic,41,0.35,14.35,No
2023-04-28,Cetirizine 10mg,Antihistamine,39,0.3,11.7,No
2023-04-28,Amoxicillin 500mg,Antibiotic,20,0.86,17.2,Yes
2023-04-28,Azithromycin 250mg,Antibiotic,35,1.14,39.9,Yes
2023-04-28,Metformin 500mg,Antidiabetic,48,0.62,29.76,Yes
2023-04-28,Amlodipine 5mg,Cardiac,27,0.73,19.71,Yes
2023-04-28,Omeprazole 20mg,Gastro,31,0.56,17.36,No
2023-04-28,Salbutamol Inhaler,Respiratory,23,3.81,87.63,Yes
2023-04-28,Vitamin C 1000mg,Supplement,38,0.43,16.34,No
2023-04-29,Paracetamol 500mg,Analgesic,17,0.26,4.42,No
2023-04-29,Ibuprofen 200mg,Analgesic,31,0.36,11.16,No
2023-04-29,Cetirizine 10mg,Antihistamine,41,0.31,12.71,No
2023-04-29,Amoxicillin 500mg,Antibiotic,26,0.79,20.54,Yes
2023-04-29,Azithromycin 250mg,Antibiotic,25,1.07,26.75,Yes
2023-04-29,Metformin 500mg,Antidiabetic,12,0.64,7.68,Yes
2023-04-29,Amlodipine 5mg,Cardiac,41,0.72,29.52,Yes
2023-04-29,Omeprazole 20mg,Gastro,36,0.56,20.16,No
2023-04-29,Salbutamol Inhaler,Respiratory,33,3.84,126.72,Yes
2023-04-29,Vitamin C 1000mg,Supplement,35,0.43,15.05,No
2023-04-30,Paracetamol 500mg,Analgesic,23,0.27,6.21,No
2023-04-30,Ibuprofen 200mg,Analgesic,33,0.37,12.21,No
2023-04-30,Cetirizine 10mg,Antihistamine,36,0.29,10.44,No
2023-04-30,Amoxicillin 500mg,Antibiotic,29,0.8,23.2,Yes
2023-04-30,Azithromycin 250mg,Antibiotic,23,1.16,26.68,Yes
2023-04-30,Metformin 500mg,Antidiabetic,39,0.63,24.57,Yes
2023-04-30,Amlodipine 5mg,Cardiac,31,0.7,21.7,Yes
2023-04-30,Omeprazole 20mg,Gastro,37,0.58,21.46,No
2023-04-30,Salbutamol Inhaler,Respiratory,26,3.49,90.74,Yes
2023-04-30,Vitamin C 1000mg,Supplement,26,0.4,10.4,No
2023-05-01,Paracetamol 500mg,Analgesic,41,0.25,10.25,No
2023-05-01,Ibuprofen 200mg,Analgesic,45,0.34,15.3,No
2023-05-01,Cetirizine 10mg,Antihistamine,25,0.33,8.25,No
2023-05-01,Amoxicillin 500mg,Antibiotic,24,0.83,19.92,Yes
2023-05-01,Azithromycin 250mg,Antibiotic,49,1.15,56.35,Yes
2023-05-01,Metformin 500mg,Antidiabetic,18,0.65,11.7,Yes
2023-05-01,Amlodipine 5mg,Cardiac,39,0.74,28.86,Yes
2023-05-01,Omeprazole 20mg,Gastro,38,0.56,21.28,No
2023-05-01,Salbutamol Inhaler,Respiratory,25,3.46,86.5,Yes
2023-05-01,Vitamin C 1000mg,Supplement,38,0.39,14.82,No
